BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
GCF_002119845.1_ASM211984v1_genomic_NZ_CP020911.1.region001	NZ_CP020911.1	Rhizobium etli strain NXC12 plasmid pRetNXC12e, complete sequence	NRP-siderophore.NRPS.hserlactone	Others	Rhizobium etli	Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium
GCF_002127535.1_ASM212753v1_genomic_NZ_MUBJ01000006.1.region001	NZ_MUBJ01000006.1	Xenorhabdus vietnamensis strain DSM 22392 Xvie_6, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Xenorhabdus vietnamensis	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
GCF_002142475.1_ASM214247v1_genomic_NZ_AP014640.1.region001	NZ_AP014640.1	Leptolyngbya boryana IAM M-101 plasmid pLBX	NRP-siderophore.NRPS.T1PKS	Others	Leptolyngbya boryana IAM M-101	Bacteria,Cyanobacteria,Pseudanabaenales,Leptolyngbyaceae,Leptolyngbya
GCF_002149015.1_ASM214901v1_genomic_NZ_NGFO01000018.1.region001	NZ_NGFO01000018.1	Gordonia lacunae strain BS2 scaffold18.1, whole genome shotgun sequence	NRP-siderophore.NRPS.siderophore	Others	Gordonia lacunae	Bacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia
GCF_002157225.2_ASM215722v2_genomic_NZ_CP020038.1.region008	NZ_CP020038.1	Agarilytica rhodophyticola strain 017 chromosome, complete genome	NRP-siderophore.NRPS-like.NRPS	Others	Agarilytica rhodophyticola	Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Agarilytica
GCF_002157835.1_ASM215783v1_genomic_NZ_CP020809.1.region005	NZ_CP020809.1	Mycobacterium dioxanotrophicus strain PH-06 chromosome, complete genome	NRP-siderophore.NRPS	Others	Mycobacterium dioxanotrophicus	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
GCF_002157875.1_ASM215787v1_genomic_NZ_CP021376.1.region002	NZ_CP021376.1	Oceanisphaera avium strain AMac2203 chromosome, complete genome	NRP-siderophore.NRPS	Others	Oceanisphaera avium	Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanisphaera
GCF_002158865.1_ASM215886v1_genomic_NZ_CP021455.1.region006	NZ_CP021455.1	Comamonas serinivorans strain DSM 26136 chromosome, complete genome	NRP-siderophore.NRPS	Others	Comamonas serinivorans	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas
GCF_002158995.1_ASM215899v1_genomic_NZ_LOHF01000004.1.region001	NZ_LOHF01000004.1	Pseudomonas caspiana strain FBF102 scaffold00004, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Pseudomonas caspiana	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
GCF_002158995.1_ASM215899v1_genomic_NZ_LOHF01000017.1.region001	NZ_LOHF01000017.1	Pseudomonas caspiana strain FBF102 scaffold00017, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Pseudomonas caspiana	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
GCF_002163605.1_ASM216360v1_genomic_NZ_CP015581.1.region001	NZ_CP015581.1	Tatumella citrea strain ATCC 39140 chromosome, complete genome	NRP-siderophore.NRPS	Others	Tatumella citrea	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Tatumella
GCF_002165375.2_ASM216537v2_genomic_NZ_CP032134.1.region003	NZ_CP032134.1	Acinetobacter chinensis strain WCHAc010005 chromosome, complete genome	NRP-siderophore	Others	Acinetobacter chinensis	Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter
GCF_002196515.1_ASM219651v1_genomic_NZ_CP018835.1.region007	NZ_CP018835.1	Vibrio gazogenes strain ATCC 43942 chromosome 1, complete sequence	NRP-siderophore.NRPS	Others	Vibrio gazogenes	Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
GCF_002204915.1_ASM220491v1_genomic_NZ_CP016322.1.region001	NZ_CP016322.1	Vibrio vulnificus strain FORC_037 chromosome II, complete sequence	NRP-siderophore.NRPS	Others	Vibrio vulnificus	Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
GCF_002205645.1_ASM220564v1_genomic_NZ_NIOF01000004.1.region002	NZ_NIOF01000004.1	Roseateles aquatilis strain CCUG 48205 Scaffold4_1, whole genome shotgun sequence	NRP-siderophore.NRPS.T1PKS	Others	Roseateles aquatilis	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Roseateles
GCF_002206385.2_ASM220638v2_genomic_NZ_NJFR02000001.1.region004	NZ_NJFR02000001.1	Serratia odorifera strain FDAARGOS_353 scf7180000000012_quiver_pilon, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Serratia odorifera	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
GCF_002209125.2_ASM220912v2_genomic_NZ_CP022088.2.region029	NZ_CP022088.2	Nocardia brasiliensis strain FDAARGOS_352 chromosome, complete genome	NRP-siderophore.NRPS.terpene	Others	Nocardia brasiliensis	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
GCF_002209125.2_ASM220912v2_genomic_NZ_CP022088.2.region041	NZ_CP022088.2	Nocardia brasiliensis strain FDAARGOS_352 chromosome, complete genome	NRP-siderophore.T3PKS.NRPS	Others	Nocardia brasiliensis	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
GCF_002214645.1_ASM221464v1_genomic_NZ_CP016278.1.region003	NZ_CP016278.1	Diaphorobacter nitroreducens strain SL-205 chromosome, complete genome	NRP-siderophore.NRPS.T1PKS	Others	Diaphorobacter nitroreducens	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter
GCF_002217755.1_ASM221775v1_genomic_NZ_BCFL01000024.1.region004	NZ_BCFL01000024.1	Streptomyces hyaluromycini strain NBRC 110483, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Streptomyces hyaluromycini	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
GCF_002220155.1_ASM222015v1_genomic_NZ_CP011835.1.region009	NZ_CP011835.1	Azotobacter chroococcum strain B3 chromosome, complete genome	NRP-siderophore.NRPS	Others	Azotobacter chroococcum	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter
GCF_002220285.1_ASM222028v1_genomic_NZ_CP017060.1.region004	NZ_CP017060.1	Bacillus cereus strain FORC_047 chromosome, complete genome	NRP-siderophore.NRPS	Others	Bacillus cereus	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group
GCF_002223275.1_ASM222327v1_genomic_NZ_NKFA01000003.1.region002	NZ_NKFA01000003.1	Burkholderia aenigmatica strain AU17325 NODE_21_length_178009_cov_26.707, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Burkholderia aenigmatica	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex
GCF_002223275.1_ASM222327v1_genomic_NZ_NKFA01000003.1.region003	NZ_NKFA01000003.1	Burkholderia aenigmatica strain AU17325 NODE_21_length_178009_cov_26.707, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Burkholderia aenigmatica	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex
GCF_002234405.1_ASM223440v1_genomic_NZ_NMQT01000009.1.region001	NZ_NMQT01000009.1	Amycolatopsis thailandensis strain JCM 16380 contig9, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Amycolatopsis thailandensis	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
GCF_002234595.1_ASM223459v1_genomic_NZ_NMUL01000007.1.region001	NZ_NMUL01000007.1	Amycolatopsis vastitatis strain H5 contig00007, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Amycolatopsis vastitatis	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
GCF_002240355.1_ASM224035v1_genomic_NZ_CP016353.1.region001	NZ_CP016353.1	Prauserella marina strain DSM 45268 chromosome, complete genome	NRP-siderophore.NRPS	Others	Prauserella marina	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Prauserella
GCF_002240355.1_ASM224035v1_genomic_NZ_CP016353.1.region012	NZ_CP016353.1	Prauserella marina strain DSM 45268 chromosome, complete genome	NRP-siderophore.NRPS	Others	Prauserella marina	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Prauserella
GCF_002240415.1_ASM224041v1_genomic_NZ_CP020028.1.region012	NZ_CP020028.1	Paenibacillus kribbensis strain AM49 chromosome, complete genome	NRP-siderophore.NRPS	Others	Paenibacillus kribbensis	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
GCF_002243515.1_ASM224351v1_genomic_NZ_CP022657.1.region014	NZ_CP022657.1	Tumebacillus algifaecis strain THMBR28 chromosome, complete genome	NRP-siderophore.NRPS-like.NRPS	Others	Tumebacillus algifaecis	Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus
GCF_002250655.1_ASM225065v1_genomic_NZ_NOZR01000004.1.region002	NZ_NOZR01000004.1	Mycolicibacterium sphagni strain ATCC 33027 NODE_4_length_326623_cov_42.6454, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Mycolicibacterium sphagni	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium
GCF_002250945.2_ASM225094v2_genomic_NZ_CP024109.1.region004	NZ_CP024109.1	Bacillus cytotoxicus strain CH_13 chromosome, complete genome	NRP-siderophore.NRPS	Others	Bacillus cytotoxicus	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group
GCF_002257545.1_ASM225754v1_genomic_NZ_CP022741.1.region001	NZ_CP022741.1	Vibrio qinghaiensis strain Q67 chromosome 1, complete sequence	NRP-siderophore.NRPS	Others	Vibrio qinghaiensis	Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
GCF_002257545.1_ASM225754v1_genomic_NZ_CP022742.1.region001	NZ_CP022742.1	Vibrio qinghaiensis strain Q67 chromosome 2, complete sequence	NRP-siderophore.NRPS.T1PKS	Others	Vibrio qinghaiensis	Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
GCF_002261065.1_ASM226106v1_genomic_NZ_NDXW01000001.1.region005	NZ_NDXW01000001.1	Zooshikella ganghwensis strain VG4 tig00000001, whole genome shotgun sequence	NRP-siderophore.NRPS.RiPP-like	Others	Zooshikella ganghwensis	Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Zooshikellaceae,Zooshikella
GCF_002261115.1_ASM226111v1_genomic_NZ_NDXL01000001.1.region010	NZ_NDXL01000001.1	Streptomyces kasugaensis strain BCRC 12349 scaffold1, whole genome shotgun sequence	NRP-siderophore.T3PKS.NRPS	Others	Streptomyces kasugaensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
GCF_002262875.1_ASM226287v1_genomic_NZ_NKYE01000011.1.region002	NZ_NKYE01000011.1	Amycolatopsis antarctica strain AU-G6 NODE_11_length_212105_cov_202.372, whole genome shotgun sequence	NRP-siderophore.NRPS.T1PKS.RiPP-like	Others	Amycolatopsis antarctica	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
GCF_002263495.1_ASM226349v1_genomic_NZ_CP022753.1.region014	NZ_CP022753.1	Nocardiopsis gilva YIM 90087 chromosome, complete genome	NRP-siderophore.NRPS-like.NRPS.T1PKS	Others	Nocardiopsis gilva YIM 90087	Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis
GCF_002265265.1_ASM226526v1_genomic_NZ_NOIF01000001.1.region001	NZ_NOIF01000001.1	Photobacterium sanguinicancri strain CAIM 1827 CAIM1827T_001, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Photobacterium sanguinicancri	Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
GCF_002278075.1_ASM227807v1_genomic_NZ_CP022990.1.region002	NZ_CP022990.1	Paraburkholderia aromaticivorans strain BN5 chromosome 2, complete sequence	NRP-siderophore.NRPS	Others	Paraburkholderia aromaticivorans	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia
GCF_002285715.1_ASM228571v1_genomic_NZ_CP023147.1.region007	NZ_CP023147.1	Mycobacterium marseillense strain FLAC0026 chromosome, complete genome	NRP-siderophore.NRPS	Others	Mycobacterium marseillense	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium complex (MAC)
GCF_002286955.1_ASM228695v1_genomic_NZ_NSKA01000001.1.region001	NZ_NSKA01000001.1	Halomonas humidisoli strain WN018 contig1, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Halomonas humidisoli	Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas
GCF_002286975.1_ASM228697v1_genomic_NZ_NSKB01000007.1.region002	NZ_NSKB01000007.1	Halomonas salipaludis strain WRN001 contig7, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Halomonas salipaludis	Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas
GCF_002288545.1_ASM228854v1_genomic_NZ_CP017482.1.region006	NZ_CP017482.1	Pectobacterium polaris strain NIBIO1392 chromosome, complete genome	NRP-siderophore.NRPS	Others	Pectobacterium polaris	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium
GCF_002291425.1_ASM229142v1_genomic_NZ_CP014136.1.region007	NZ_CP014136.1	Gibbsiella quercinecans strain FRB97 chromosome, complete genome	NRP-siderophore.NRPS	Others	Gibbsiella quercinecans	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Gibbsiella
GCF_002291445.1_ASM229144v1_genomic_NZ_CP014137.1.region001	NZ_CP014137.1	Brenneria goodwinii strain FRB141 chromosome, complete genome	NRP-siderophore.NRPS	Others	Brenneria goodwinii	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Brenneria
GCF_002305855.1_ASM230585v1_genomic_NZ_CP022163.1.region002	NZ_CP022163.1	Melittangium boletus DSM 14713 chromosome, complete genome	NRP-siderophore.T3PKS.NRPS	Others	Melittangium boletus DSM 14713	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Melittangium
GCF_002305895.1_ASM230589v1_genomic_NZ_CP022203.1.region011	NZ_CP022203.1	Corallococcus macrosporus DSM 14697 chromosome, complete genome	NRP-siderophore.NRPS.T1PKS	Others	Corallococcus macrosporus DSM 14697	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Corallococcus
GCF_002327105.1_ASM232710v1_genomic_NZ_CP023406.1.region003	NZ_CP023406.1	Luteimonas chenhongjianii strain 100111 chromosome, complete genome	NRP-siderophore.NRPS	Others	Luteimonas chenhongjianii	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas
GCF_002346025.1_ASM234602v1_genomic_NZ_CP009727.1.region003	NZ_CP009727.1	Burkholderia mallei strain Turkey2 chromosome 1, complete sequence	NRP-siderophore.lassopeptide.NRPS	Others	Burkholderia mallei	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
GCF_002354875.1_ASM235487v1_genomic_NZ_CP023445.1.region006	NZ_CP023445.1	Actinosynnema pretiosum strain X47 chromosome, complete genome	NRP-siderophore.NRPS.T1PKS	Others	Actinosynnema pretiosum	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinosynnema
GCF_002354875.1_ASM235487v1_genomic_NZ_CP023445.1.region026	NZ_CP023445.1	Actinosynnema pretiosum strain X47 chromosome, complete genome	NRP-siderophore.NRPS	Others	Actinosynnema pretiosum	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinosynnema
GCF_002356035.1_ASM235603v1_genomic_NZ_AP017900.1.region002	NZ_AP017900.1	Nocardia seriolae strain UTF1 chromosome, complete genome	NRP-siderophore.NRPS	Others	Nocardia seriolae	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
GCF_002356035.1_ASM235603v1_genomic_NZ_AP017900.1.region003	NZ_AP017900.1	Nocardia seriolae strain UTF1 chromosome, complete genome	terpene.NRPS.NRP-siderophore	Others	Nocardia seriolae	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
GCF_002356315.1_ASM235631v1_genomic_NZ_AP018164.1.region013	NZ_AP018164.1	Mycobacterium shigaense strain JCM 32072 chromosome, complete genome	NRP-siderophore.NRPS	Others	Mycobacterium shigaense	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium simiae complex
GCF_002356335.1_ASM235633v1_genomic_NZ_AP018165.1.region006	NZ_AP018165.1	[Mycobacterium] stephanolepidis strain NJB0901 chromosome, complete genome	NRP-siderophore.NRPS.ectoine.T1PKS	Others	[Mycobacterium] stephanolepidis	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides
GCF_002367995.1_ASM236799v1_genomic_NZ_AP018207.1.region011	NZ_AP018207.1	Calothrix brevissima NIES-22 DNA, nearly complete genome	NRP-siderophore.NRPS.T1PKS	Others	Calothrix brevissima NIES-22	Bacteria,Cyanobacteria,Nostocales,Rivulariaceae,Calothrix
GCF_002368095.1_ASM236809v1_genomic_NZ_AP018227.1.region003	NZ_AP018227.1	Calothrix parasitica NIES-267 DNA, nearly complete genome	NRP-siderophore.NRPS.T1PKS	Others	Calothrix parasitica NIES-267	Bacteria,Cyanobacteria,Nostocales,Rivulariaceae,Calothrix
GCF_002368095.1_ASM236809v1_genomic_NZ_AP018227.1.region008	NZ_AP018227.1	Calothrix parasitica NIES-267 DNA, nearly complete genome	NRP-siderophore.NRPS.T1PKS	Others	Calothrix parasitica NIES-267	Bacteria,Cyanobacteria,Nostocales,Rivulariaceae,Calothrix
GCF_002368295.1_ASM236829v1_genomic_NZ_AP018248.1.region009	NZ_AP018248.1	Tolypothrix tenuis PCC 7101 DNA, nearly complete genome	RRE-containing.NRPS.NRPS-like.NRP-siderophore.T1PKS	Others	Tolypothrix tenuis PCC 7101	Bacteria,Cyanobacteria,Nostocales,Tolypothrichaceae,Tolypothrix
GCF_002531755.2_ASM253175v2_genomic_NZ_CP035000.1.region001	NZ_CP035000.1	Rhizobium acidisoli strain FH23 plasmid pRapFH23b, complete sequence	NRP-siderophore.NRPS.hserlactone	Others	Rhizobium acidisoli	Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium
GCF_002531935.1_ASM253193v1_genomic_NZ_NWSV01000013.1.region002	NZ_NWSV01000013.1	Rhizobium chutanense strain C5 Scaffold13_1, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Rhizobium chutanense	Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium
GCF_002568625.1_ASM256862v1_genomic_NZ_CP023778.1.region003	NZ_CP023778.1	Nocardia terpenica strain NC_YFY_NT001 chromosome, complete genome	NRP-siderophore.NRPS	Others	Nocardia terpenica	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
GCF_002568625.1_ASM256862v1_genomic_NZ_CP023778.1.region004	NZ_CP023778.1	Nocardia terpenica strain NC_YFY_NT001 chromosome, complete genome	terpene.lipolanthine.NRPS.PKS-like.NRP-siderophore.butyrolactone	Others	Nocardia terpenica	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
GCF_002632585.1_ASM263258v1_genomic_NZ_NIBV01000002.1.region005	NZ_NIBV01000002.1	Xenorhabdus szentirmaii DSM 16338 Xsze_2, whole genome shotgun sequence	NRP-siderophore.phenazine.NRPS.T1PKS	Others	Xenorhabdus szentirmaii DSM 16338	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
GCF_002632615.1_ASM263261v1_genomic_NZ_NITZ01000003.1.region002	NZ_NITZ01000003.1	Xenorhabdus miraniensis strain DSM 17902 Xmir_3, whole genome shotgun sequence	NRP-siderophore.NRPS.T1PKS	Others	Xenorhabdus miraniensis	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
GCF_002632755.1_ASM263275v1_genomic_NZ_NJAK01000001.1.region002	NZ_NJAK01000001.1	Xenorhabdus ishibashii strain DSM 22670 Xish_1, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Xenorhabdus ishibashii	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
GCF_002632755.1_ASM263275v1_genomic_NZ_NJAK01000002.1.region001	NZ_NJAK01000002.1	Xenorhabdus ishibashii strain DSM 22670 Xish_2, whole genome shotgun sequence	NRP-siderophore.NRPS.T1PKS	Others	Xenorhabdus ishibashii	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
GCF_002706795.1_ASM270679v1_genomic_NZ_CP017705.1.region004	NZ_CP017705.1	Brevibacillus laterosporus DSM 25 chromosome, complete genome	NRP-siderophore.NRPS	Others	Brevibacillus laterosporus DSM 25	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus
GCF_002736065.1_ASM273606v1_genomic_NZ_CP024159.1.region005	NZ_CP024159.1	Pseudomonas mosselii strain PtA1 chromosome, complete genome	NRP-siderophore.NRPS.CDPS	Others	Pseudomonas mosselii	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
GCF_002736065.1_ASM273606v1_genomic_NZ_CP024159.1.region007	NZ_CP024159.1	Pseudomonas mosselii strain PtA1 chromosome, complete genome	NRP-siderophore.NRPS	Others	Pseudomonas mosselii	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
GCF_002736065.1_ASM273606v1_genomic_NZ_CP024159.1.region009	NZ_CP024159.1	Pseudomonas mosselii strain PtA1 chromosome, complete genome	NRP-siderophore.NRPS	Others	Pseudomonas mosselii	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
