ID,designation_header,strain_number_header,is_type_strain_header,species,"Genome seq. accession number","Oxygen tolerance"
4071,Benghazi,"DSM 2603, ATCC 19996, NCIMB 8401, VKM B-1757",1,"Desulfocurvibacter africanus",1121435.3,anaerobe
,,,,,2526164711,
,,,,,GCA_000422545,
4069,VNs36,"DSM 17965, JCM 14038, AS As36, AS 36",1,"Desulfocurvus vexinensis",1121406.3,anaerobe
,,,,,2541046937,
,,,,,GCA_000519125,
,,,,,JAEX00000000,
3985,P1,"DSM 12642, ATCC 700811",1,"Desulfofaba hansenii",157842.3,anaerobe
,,,,,2740891818,
11789,5575,"DSM 771, ATCC 49208, VKM B-1644",1,"Desulfofarcimen acetoxidans",485916.5,anaerobe
,,,,,644736351,
,,,,,GCA_000024205,
24301,SR45,"DSM 26801, NBRC 109411",1,"Desulfolucianica intricata",1285191.3,anaerobe
,,,,,2713896921,
,,,,,GCA_001592105,
11821,AB33,"DSM 11792, ACM 3917, KCTC 15817, JCM 34022",1,"Desulfofundulus australicus",1121425.3,anaerobe
,,,,,2582580749,
,,,,,FQUW01000000,
,,,,,GCA_900129285,
11804,17,"DSM 6115, VKM B-1805",1,"Desulfofundulus kuznetsovii",2515154209,anaerobe
,,,,,760568.4,
,,,,,GCA_000214705,
11824,SLT,"DSM 12396, SMCC W644",1,"Desulfofundulus luciae",2926666083,anaerobe
11826,TPO,"DSM 14055",1,"Desulfofundulus thermobenzoicus subsp. thermosyntrophicus",29376.3,anaerobe
,,,,,GCA_009428905,
11818,ST90,"DSM 10259, NBRC 112757",1,"Desulfofundulus thermocisternus",1121430.3,anaerobe
,,,,,2563366724,
,,,,,GCA_000686645,
11830,RL50JIII,"DSM 16057, JCM 13837",1,"Desulfofundulus thermosubterraneus",1121432.3,anaerobe
,,,,,2585428086,
,,,,,FQZM00000000,
,,,,,GCA_900142025,
4020,PerGlyS,"DSM 9705",1,"Desulfofustis glycolicus",1121409.3,anaerobe
,,,,,2585428080,
,,,,,GCA_900130015,
16678,ALDC,"DSM 18185, ATCC BAA 1302, JCM 13588",1,"Desulfoglaeba alkanexedens",2636416042,anaerobe
,,,,,980445.7,
,,,,,GCA_005377625,
4043,HR100,"DSM 5692, JCM 16813, ATCC 49708",1,"Desulfohalobium retbaense",485915.10,anaerobe
,,,,,485915.5,"obligate anaerobe"
,,,,,644736349,
,,,,,CP001734,
,,,,,GCA_000024325,
11822,S1,"DSM 12257, ATCC 700784, VKM B-2192",1,"Desulfofalx alkaliphila",1121423.4,anaerobe
,,,,,2565956519,
,,,,,GCA_000711975,
130524,TGB60-1,"DSM 29799, JCM 18733, KCTC 4534",1,"Desulforadius tongensis",1216062.3,anaerobe
,,,,,2898010342,
,,,,,GCA_016907915,
4159,RT2,"DSM 16529, JCM 12612",1,"Desulfohalovibrio alkalitolerans",1121439.3,anaerobe
,,,,,2571042912,
,,,,,2619619068,
,,,,,ATHI00000000,
,,,,,GCA_000422245,
3997,AA1,"DSM 17682, ATCC BAA 1256",1,"Desulfoluna spongiiphila",2654587882,anaerobe
,,,,,GCA_900101345,
4103,ThAcO1,"DSM 3696, ATCC 43913, VKM B-1764",1,"Desulfolutivibrio sulfodismutans",1121464.3,anaerobe
,,,,,2901954164,
,,,,,63561.4,
,,,,,GCA_010499425,
,,,,,GCA_013376455,
4053,1105,"DSM 5918, VKM B-1804",1,"Desulfomicrobium apsheronum",2622736590,anaerobe
,,,,,52560.3,
,,,,,GCA_900114115,
4051,X,"DSM 4028, VKM B-1378, CCUG 34229",1,"Desulfomicrobium baculatum",525897.5,anaerobe
,,,,,644736350,
,,,,,GCA_000023225,
4057,,"DSM 10707, ATCC 51164, ESC 1",1,"Desulfomicrobium escambiense",1121411.3,anaerobe
,,,,,2524023157,
,,,,,GCA_000428825,
4052,M-9,"DSM 4194, VKM B-1598",1,"Desulfomicrobium macestii",2875778839,anaerobe
,,,,,90731.3,
,,,,,GCA_014873765,
4058,,"DSM 1741, NCIMB 8310, Norway 4",1,"Desulfomicrobium norvegicum",2675903163,anaerobe
,,,,,52561.3,
,,,,,GCA_900114595,
4059,NY678,"DSM 12838, JCM 17150",1,"Desulfomicrobium orale",2684623057,anaerobe
,,,,,888061.5,
,,,,,CP014230,
,,,,,GCA_001553625,
4062,P6-2,"DSM 16697, CCUG 49732",1,"Thermodesulfomicrobium thermophilum",2571042920,anaerobe
16666,DCB-1,"DSM 6799, ATCC 49306",1,"Desulfomonile tiedjei",2509601019,anaerobe
,,,,,706587.4,
,,,,,706587.9,
,,,,,GCA_000266945,
4047,ASO3-1,"DSM 19093, UNIQEM U234",1,"Desulfonatronospira thiodismutans",555779.3,anaerobe
,,,,,643886196,
,,,,,GCA_000174435,
4034,Z-7935,"DSM 9292",1,"Desulfonatronovibrio hydrogenovorans",1121413.3,anaerobe
,,,,,2563366506,
,,,,,GCA_000686525,
4063,Z-7951,"DSM 10312",1,"Desulfonatronum lacustre",2516143004,anaerobe
,,,,,935942.4,
,,,,,GCA_000519265,
4066,ASO4-1,"DSM 21337, UNIQEM U756",1,"Desulfonatronum thioautotrophicum",2593339128,anaerobe
,,,,,GCA_000934745,
4067,ASO4-2,"DSM 21338, UNIQEM U757",1,"Desulfonatronum thiosulfatophilum",2596583601,anaerobe
,,,,,GCA_900104215,
4039,6N,"DSM 15269, CIP 107713",1,"Desulfonauticus submarinus",206665.4,anaerobe
,,,,,2619619038,
,,,,,GCA_900104045,
11773,GKNTAU,"DSM 11270, ATCC 700533",1,"Desulfonispora thiosulfatigenes",2501915963,anaerobe
,,,,,656914.3,
,,,,,GCA_900176035,
4031,,"DSM 18488, JCM 14042, MSL 86",1,"Desulfopila aestuarii",1121416.3,anaerobe
,,,,,2582581262,
,,,,,FRFE00000000,
,,,,,GCA_900143695,
4032,JS_SRB250Lac,"DSM 19738, NBRC 103921",1,"Desulfopila inferna",468528.3,anaerobe
,,,,,GCA_016919005,
131347,Pf12B,"DSM 28890, NBRC 110391",1,"Desulfoplanes formicivorans",2786546903,anaerobe
,,,,,GCA_001748225,
130284,KoBa311,"DSM 28570, KCTC 15441",1,"Desulfoprunum benzoelyticum",1506996.3,anaerobe
,,,,,1506996.4,
,,,,,2861203348,
,,,,,GCA_014201505,
,,,,,GCA_016918515,
3992,Mb1Pa,"DSM 13527, ATCC BAA 134",1,"Desulforegula conservatrix",1304885.3,anaerobe
,,,,,2523231059,
,,,,,GCA_000426225,
4028,"S'pore T1","DSM 12130",1,"Desulforhopalus singaporensis",2596583525,anaerobe
,,,,,91360.5,
,,,,,GCA_900104445,
4021,"ltk 10","DSM 9700",1,"Desulforhopalus vacuolatus",40414.3,anaerobe
,,,,,GCA_016918505,
4001,PropA,"DSM 17721, VKM B-2385",1,"Desulfosalsimonas propionicica",2861192947,anaerobe
,,,,,332175.3,
,,,,,GCA_013761005,
140361,PL12,"DSM 103901, JCM 31728",1,"Desulfosarcina alkanivorans",571177.3,anaerobe
,,,,,GCA_009688945,
3994,480,"DSM 7267, JCM 12296, VKM B-1975",1,"Desulfosarcina cetonica",1294021.26,anaerobe
,,,,,2703718901,
,,,,,BBCC00000000,
,,,,,GCA_001311845,
3995,oXyS1,"DSM 13228, JCM 12297",1,"Desulfosarcina ovata",GCA_009689005,anaerobe
140360,PP31,"DSM 103921, JCM 31729",1,"Desulfosarcina widdelii",2883713342,anaerobe
,,,,,947919.4,
,,,,,GCA_009688965,
16679,USBA-053,"DSM 22027, KCTC 5670, USBA 53",1,"Desulfosoma caldarium",2788499819,anaerobe
,,,,,610254.3,
,,,,,GCA_003751385,
3949,B331,"DSM 10085",1,"Desulfospira joergensenii",1265505.3,anaerobe
,,,,,2523231085,
,,,,,GCA_000420085,
130523,M1,"DSM 27692, JCM 19471",1,"Desulfosporosinus acididurans",2651869844,anaerobe
,,,,,GCA_001029285,
11781,SJ4,"DSM 22704, JCM 16185",1,"Desulfosporosinus acidiphilus",2506783061,anaerobe
,,,,,646529.13,
,,,,,646529.14,
,,,,,646529.3,
,,,,,CP003639,
,,,,,GCA_000255115,
140297,63.6F,"DSM 101609, JCM 31106",1,"Desulfosporosinus fructosivorans",GCA_004766045,anaerobe
,,,,,SPQQ00000000,
11780,343,"DSM 8344, VKM B-2003",1,"Desulfosporosinus hippei",1121419.3,anaerobe
,,,,,2675903225,
,,,,,GCA_900100785,
11779,STP12,"DSM 15449, JCM 12239",1,"Desulfosporosinus lacus",1121420.3,anaerobe
,,,,,2585428067,
,,,,,FQXJ00000000,
,,,,,GCA_900129935,
11776,S10,"DSM 13257, ATCC BAA 275, KCTC 12902, NCIMB 13706",1,"Desulfosporosinus meridiei",2510065044,anaerobe
,,,,,768704.3,
,,,,,GCA_000231385,
11774,,"DSM 765, ATCC 19365, NCIMB 8382, VKM B-1628, Singapore I",1,"Desulfosporosinus orientis",2508501136,anaerobe
,,,,,768706.3,
,,,,,GCA_000235605,
11778,JW/YJL-B18,"DSM 17734, ATCC BAA 1261",1,"Desulfosporosinus youngiae",2508501001,anaerobe
,,,,,768710.3,
,,,,,GCA_000244895,
4030,LSv54,"DSM 12343",1,"Desulfotalea psychrophila",177439.6,anaerobe
,,,,,637000094,"obligate anaerobe"
,,,,,GCA_000025945,
4041,TFISO9,"DSM 17375, JCM 13304",1,"Desulfothermus okinawensis",1293588.5,anaerobe
,,,,,2728369691,
,,,,,BBBM00000000,
,,,,,GCA_001311565,
3950,SAX,"DSM 7044",1,"Desulfotignum balticum",1304886.3,anaerobe
,,,,,2526164528,
,,,,,GCA_000421285,
3952,FiPS-3,"DSM 13687, OCM 818",1,"Desulfotignum phosphitoxidans",1286635.3,anaerobe
,,,,,2515154007,
,,,,,2523231053,
,,,,,GCA_000350545,
11819,9,"DSM 10349, NBRC 112752",1,"Desulforamulus aeronauticus",1121421.3,anaerobe
,,,,,2585428189,
,,,,,GCA_900142375,
132676,Bs105,"DSM 24088, JCM 31386",1,"Desulforamulus aquiferis",AWVY00000000,anaerobe
140524,GSS09,"KCTC 15523, MCCC 1K01254",1,"Desulforamulus ferrireducens",1833852.3,anaerobe
,,,,,,"obligate anaerobe"
11832,,"DSM 18033, JCM 13992, LAM Lam5, LAM 5",1,"Desulforamulus hydrothermalis",1121428.3,anaerobe
,,,,,1121428.6,
,,,,,CAOS00000000,
,,,,,GCA_000315365,
,,,,,GCA_900129895,
11792,,"DSM 574, ATCC 19858, ATCC 19998, CIP 111238, NCIMB 8395, WDCM 00081, Delft 74",1,"Desulfotomaculum nigrificans",2507262026,anaerobe
,,,,,696369.3,
,,,,,GCA_000189755,
11828,CO-1-SRB,"DSM 14880, VKM B-2319",0,"Desulfotomaculum nigrificans",2505679104,anaerobe
,,,,,GCA_000214435,
132677,Bs107,"DSM 24093, JCM 31387",1,"Desulforamulus profundi",AWQQ00000000,anaerobe
11823,TH-11,"DSM 12395, SMCC W459, CCUG 55205, ATCC 700427, OCM 459",1,"Desulforamulus putei",1121429.4,anaerobe
,,,,,2582580748,
,,,,,GCA_900129195,
11800,DL,"DSM 2154, ATCC 23193, NCIMB 8452",1,"Desulforamulus ruminis",650716033,anaerobe
,,,,,696281.4,
,,,,,GCA_000215085,
4045,11-6,"DSM 18834, VKM B-2364",1,"Desulfovermiculus halophilus",1121433.3,anaerobe
,,,,,2556921618,
,,,,,GCA_000620765,
4135,ALA-3,"DSM 12254",1,"Desulfovibrio aminophilus",1121440.3,anaerobe
,,,,,2524023062,
,,,,,GCA_000422565,
4146,LVform1,"DSM 15816, JCM 12178",1,"Salidesulfovibrio brasiliensis",1294020.3,anaerobe
,,,,,2728369698,
,,,,,BBCB00000000,
,,,,,GCA_001311825,
4130,,"DSM 11391, STL 1",1,"Desulfovibrio cuneatus",1121443.3,anaerobe
,,,,,2523231026,
,,,,,GCA_000430005,
4073,"Essex 6","DSM 642, ATCC 29577, NCIMB 8307, VKM B-1799, CCUG 34226, CIP 107039",1,"Desulfovibrio desulfuricans",1121445.4,anaerobe
,,,,,2524614548,
,,,,,GCA_000420465,
4077,MB,"DSM 6949, ATCC 27774",0,"Desulfovibrio desulfuricans",525146.4,anaerobe
,,,,,643348538,
4079,IC1,"DSM 12129",0,"Desulfovibrio desulfuricans",2848597346,anaerobe
,,,,,876.28,
,,,,,GCA_004801255,
4144,IS5,"DSM 15579",0,"Desulfovibrio ferrophilus",2823931327,anaerobe
,,,,,GCA_003966735,
4134,,"DSM 10711, HHQ 20",1,"Desulfovibrio inopinatus",1121453.3,anaerobe
,,,,,2524614631,
,,,,,GCA_000429305,
4128,KMS2,"DSM 11275",1,"Desulfovibrio intestinalis",2861449170,anaerobe
,,,,,58621.3,
,,,,,GCA_014202345,
4132,,"DSM 11393, STL 6",1,"Desulfovibrio litoralis",1121455.3,anaerobe
,,,,,2582580730,
,,,,,GCA_900143255,
4133,P1B,"DSM 11498",1,"Desulfovibrio oxyclinae",1121459.3,anaerobe
,,,,,2515154157,
,,,,,GCA_000375485,
4070,"VPI C3-23","DSM 749, ATCC 29098, JCM 12224, VPI 11112",1,"Desulfovibrio piger",411464.8,anaerobe
,,,,,642979316,
,,,,,GCA_000156375,
4167,"JS, JS1","DSM 19430, JCM 14597, KCTC 5573",1,"Desulfovibrio psychrotolerans",415242.3,aerotolerant
,,,,,GCA_013340305,anaerobe
4136,CVL,"DSM 8436, JCM 16814",1,"Desulfobaculum senezii",2574179788,anaerobe
4092,G11,"DSM 7057, OCM 18",0,"Desulfovibrio sp.",2593339148,anaerobe
,,,,,2700988708,
,,,,,876.9,
,,,,,GCA_002334685,
,,,,,GCA_900119095,
4105,Hildenborough,"DSM 644, ATCC 29579, NCIMB 8303, VKM B-1760, CCUG 34227, CIP 107040",1,"Desulfovibrio vulgaris",882.34,anaerobe
,,,,,882.44,
,,,,,882.5,
,,,,,GCA_000195755,
,,,,,GCA_902167245,
4163,"Miyazaki F","DSM 19637, JCM 14930",0,"Desulfovibrio vulgaris",643348539,anaerobe
,,,,,CP001197,
4139,lac,"DSM 11974",1,"Desulfovibrio zosterae",1121467.3,anaerobe
,,,,,2523533628,
,,,,,GCA_000425265,
16849,RL80JIV,"DSM 16036, JCM 13928",1,"Desulfovirgula thermocuniculi",1121468.4,anaerobe
,,,,,2524023160,
,,,,,AUBR00000000,
,,,,,GCA_000429345,
4179,A63,"DSM 5264, ATCC 51451",1,"Desulfurella acetivorans",2512564091,anaerobe
,,,,,694431.14,
,,,,,694431.3,
132457,TR1,"DSM 29984, JCM 30680",1,"Desulfurella amilsii",GCA_002119425,"obligate anaerobe"
,,,,,MDSU00000000,
4180,RH-8,"DSM 8415",1,"Desulfurella multipotens",2599185176,anaerobe
,,,,,79269.3,
,,,,,GCA_900101285,
133400,MLFW-2,"DSM 28709, JCM 30866, ATCC PTA-120556",1,"Desulfuribacillus stibiiarsenatis",2751185656,"obligate anaerobe"
,,,,,GCA_001742305,
,,,,,MJAT00000000,
2498,,"DSM 22071, UNIQEM U758, AHT 11",1,"Desulfurispira natronophila",2861683924,anaerobe
,,,,,682562.3,
,,,,,GCA_014203025,
2497,S5,"DSM 22839, ATCC BAA 1389",1,"Desulfurispirillum indicum",649633038,anaerobe
,,,,,653733.4,"obligate anaerobe"
,,,,,GCA_000177635,
11840,RA50E1,"DSM 16022, JCM 14018",1,"Desulfurispora thermophila",1121472.3,anaerobe
,,,,,2515154092,
,,,,,AQWN00000000,
,,,,,GCA_000376385,
4033,,"DSM 19089, UNIQEM U267, AHT 2",1,"Desulfurivibrio alkaliphilus",589865.4,anaerobe
17643,SL22,"DSM 15668, JCM 12129",1,"Desulfurobacterium atlanticum",240169.3,anaerobe
,,,,,2724679920,
,,,,,GCA_900188395,
140298,K6013,"DSM 101677, MCCC 1A01868",1,"Desulfurobacterium indicum",2832468384,anaerobe
,,,,,GCA_001968985,
17644,SL17,"DSM 15522, JCM 12127",1,"Desulfurobacterium pacificum",2724679812,anaerobe
17641,BSA,"DSM 11699",1,"Desulfurobacterium thermolithotrophum",649633039,anaerobe
,,,,,868864.3,
,,,,,GCA_000191045,
4199,Z-1312,"DSM 16532, JCM 13383, VKM V-2316",0,"Desulfurococcus amylolyticus",2513020047,anaerobe
,,,,,CP003321,"obligate anaerobe"
,,,,,GCA_000231015,
4200,1221n,"DSM 18924, JCM 16383, VKM B-2413",0,"Desulfurococcus amylolyticus",CP001140,anaerobe
,,,,,GCA_000020905,"obligate anaerobe"
4198,O7/1,"DSM 2162, ATCC 35584, JCM 9187",1,"Desulfurococcus mucosus",649633040,anaerobe
,,,,,CP002363,"obligate anaerobe"
,,,,,GCA_000186365,
4197,"Hvv 3/9","DSM 2161, ATCC 35582, JCM 9186",0,"Desulfurococcus mucosus",2513237118,anaerobe
,,,,,AUQX00000000,
,,,,,GCA_001006085,
4229,2873,"DSM 1397, ATCC 51529",1,"Desulfuromonas acetexigens",2740891996,anaerobe
,,,,,38815.3,
,,,,,38815.4,
,,,,,38815.5,
,,,,,GCA_007051125,
,,,,,GCA_900111775,
4226,"11070, South Orkney Island","DSM 684",1,"Desulfuromonas acetoxidans",281689.4,anaerobe
,,,,,638341078,
,,,,,GCA_000167355,
4227,5071,"DSM 1675",0,"Desulfuromonas acetoxidans",891.6,anaerobe
,,,,,GCA_013371615,
4228,9972,"DSM 1676",0,"Desulfuromonas acetoxidans",891.5,anaerobe
,,,,,GCA_013371475,
4234,NZ27,"DSM 8987",1,"Desulfuromonas thiophila",2602042025,anaerobe
,,,,,57664.3,
,,,,,GCA_900101955,
4206,Kysw2,"DSM 7343",1,"Desulfuromusa kysingii",2599185196,anaerobe
,,,,,37625.16,
,,,,,GCA_900107645,
16697,,"DSM 19026, UNIQEM U266, AHT 1",1,"Dethiobacter alkaliphilus",555088.4,anaerobe
132452,SPR,"DSM 100305, JCM 30857",1,"Dethiosulfatarculus sandiegensis",2627853875,"obligate anaerobe"
,,,,,AZAC00000000,
,,,,,GCA_000931935,
17983,C/G2,"DSM 17477, JCM 13356, NBRC 101112",1,"Dethiosulfatibacter aminovorans",1121476.3,anaerobe
,,,,,2585428150,
,,,,,FQZL00000000,
,,,,,GCA_900142005,
17770,,"DSM 11002, JCM 15826, SEBR 4207",1,"Dethiosulfovibrio peptidovorans",2501533205,anaerobe
,,,,,469381.10,
,,,,,ABTR00000000,
,,,,,GCA_000172975,
6170,,"DSM 24953, CCM 7426, MTCC 8593, IPL 18",1,"Devosia chinhatensis",429727.3,aerobe
133408,S37,"TBRC 5145, LMG 29420",1,"Devosia elaeis",2841880164,aerobe
,,,,,GCA_001650025,
6169,BD-c194,"DSM 19414, KCTC 22082",1,"Devosia geojensis",2636415796,aerobe
,,,,,443610.3,
,,,,,GCA_000969415,
6167,DS-56,"DSM 17955, KCTC 12821",1,"Devosia insulae",1116389.3,aerobe
,,,,,2636415773,
,,,,,GCA_000970465,
6165,,"DSM 17137, CIP 109005, LMG 22951",1,"Devosia limi",1121477.3,aerobe
,,,,,1121477.5,
,,,,,2582580747,
,,,,,2627853739,
,,,,,GCA_000970435,
,,,,,GCA_900128975,
164276,CM5-1,"JCM 32509, CGMCC 1.13553",1,"Devosia naphthalenivorans",GCA_003056355,aerobe
,,,,,PYVW00000000,
6173,Cr7-05,"DSM 22950, CGMCC 1.10210, CIP 110130",1,"Devosia psychrophila",2617270931,aerobe
,,,,,2627853832,
,,,,,728005.4,
,,,,,GCA_000971275,
,,,,,GCA_900112505,
6168,HST3-14,"DSM 23447, JCM 14206, KCTC 12772, CGMCC 1.10441",1,"Devosia soli",2830079415,aerobe
,,,,,395930.6,
,,,,,GCA_014197055,
,,,,,LAJG00000000,
133922,,"NRIC 0884, JCM 18935, KMM 9415",1,"Devosia submarina",1173082.4,aerobe
,,,,,2848589509,
,,,,,GCA_003056345,
3919,,"DSM 22407, CCUG 55056, LMG 24257, IMP 2, JCM 16028",1,"Devriesea agamarum",LN849456,"facultative anaerobe"
,,,,,,microaerophile
17122,E7.25,"CIP 108215, DSM 15470, CCUG 47026, JCM 17566",1,"Dialister invisus",592028.3,anaerobe
,,,,,645951833,"obligate anaerobe"
,,,,,ACIM00000000,
,,,,,GCA_000160055,
17123,,"DSM 19965, CCUG 48837, CIP 108278, ADV 04.01, AIP 25.04, JCM 17567",1,"Dialister micraerophilus",651324025,anaerobe
,,,,,888062.3,
,,,,,AFBB00000000,
,,,,,GCA_000194985,
155873,,"CCUG 59494",0,"Dialister micraerophilus",1009464.3,anaerobe
17124,,"DSM 21274, JCM 15077, YIT 11850",1,"Dialister succinatiphilus",2513237349,anaerobe
,,,,,742743.3,
,,,,,ADLT00000000,
,,,,,GCA_000242435,
2957,RF3,"DSM 22780, KCTC 22225, LMG 24467",1,"Diaphorobacter oryzae",2574179700,aerobe
2236,11342,"DSM 23057, ATCC 25549, CCUG 27824, CIP 107042, VPI 2340",1,"Dichelobacter nodosus",2654587739,anaerobe
,,,,,870.8,
,,,,,GCA_001263335,
4346,EC17,"CCUG 38766, LMG 2804, DSM 4610, ATCC 11663, CIP 82.99, DAR 35625, NCPPB 402, PDDCC 5703",1,"Dickeya chrysanthemi",1223569.8,aerobe
,,,,,2558860220,
,,,,,GCA_000406105,
4350,B374,"DSM 18020, LMG 25991, NCPPB 898, CFBP 1269",1,"Dickeya dadantii",1223572.11,"facultative anaerobe"
,,,,,204038.21,
,,,,,2558860214,
,,,,,2814123163,
,,,,,GCA_000406145,
,,,,,GCA_003049785,
4349,,"DSM 18013, CFBP 2051, CIP 109104, ICPB ED102, NCPPB 2976",1,"Dickeya dadantii subsp. dieffenbachiae",1223574.11,"facultative anaerobe"
,,,,,2558860213,
,,,,,GCA_000406185,
4351,,"DSM 18054, CFBP 1200, ICMP 6427, LMG 2485, NCPPB 453, CN 26",1,"Dickeya dianthicola",1223568.13,"facultative anaerobe"
,,,,,2551306377,
,,,,,GCA_000365305,
166447,S29,"CFBP 8647, LMG 30899",1,"Dickeya lacustris",GCA_003934295,"facultative anaerobe"
,,,,,QNUT10000000,
4352,Sr58,"DSM 18068, CFBP 2052, ICMP 5704, NCPPB 2538",1,"Dickeya zeae",1223573.12,"facultative anaerobe"
,,,,,2558860215,
,,,,,GCA_000406165,
166540,Uno16,"NBRC 113154, BCRC 81115",1,"Dictyobacter alpinus",2014873.3,aerobe
,,,,,2837722614,
,,,,,BIFT01000001,
,,,,,BIFT01000002,
,,,,,BIFT01000003,
,,,,,BIFT01000004,
,,,,,GCA_003967575,
140692,S-27,"NBRC 109595, InaCC B312",1,"Dictyobacter aurantiacus",1936993.3,aerobe
,,,,,GCA_003967515,
166541,Uno11,"NBRC 113153, LMG 30472, BCRC 81114",1,"Dictyobacter kobayashii",2014872.3,aerobe
,,,,,2848425531,
,,,,,BIFS01000001,
,,,,,BIFS01000002,
,,,,,GCA_003967555,
4239,H-6-12,"DSM 3960, ATCC 35947",1,"Dictyoglomus thermophilum",309799.4,anaerobe
,,,,,643348542,
,,,,,GCA_000020965,
4240,Z-1310,"DSM 6724",1,"Dictyoglomus turgidum",515635.4,anaerobe
,,,,,643348543,"obligate anaerobe"
,,,,,GCA_000021645,
24006,JC13,"DSM 26099, CSUR P149",1,"Dielma fastidiosa",2770939561,anaerobe
,,,,,GCA_000313565,
4258,K30-10,"DSM 44907, JCM 13325, MTCC 7007, CCUG 54952, BCRC 16834, CIP 109330, NBRC 105042, NCIMB 14304",1,"Dietzia kunjamensis",2728369259,aerobe
,,,,,322509.3,
,,,,,GCA_003610395,
,,,,,RAQB00000000,
4261,,"DSM 45139, CCTCC AA 207015, JCM 16003, YIM 65001",1,"Dietzia kunjamensis subsp. schimae",2724679793,aerobe
,,,,,498198.3,
,,,,,GCA_900182685,
4264,,"DSM 45074, CCTCC AA 207008, KCTC 19232, YIM 80766, JCM 19954",1,"Dietzia lutea",2841082593,aerobe
,,,,,546160.3,
,,,,,546160.4,
,,,,,CP015449,
,,,,,GCA_003096075,
,,,,,GCA_009806405,
4241,,"DSM 43672, ATCC 35013, AUCNM A-593, CIP 104188, IFO 15801, JCM 6166, NBRC 15801, VKM Ac-593, CCUG 44488, NCIMB 11744, IMV 195, CECT 4617, IFO 15529, IMSNU 21250, KCTC 9950, LMG 5361, NBRC 15529, NRRL B-16941, PCM 2292",1,"Dietzia maris",2834342532,aerobe
,,,,,37915.4,
,,,,,GCA_001630765,
,,,,,LVFF00000000,
4255,,"DSM 44904, CCUG 50875, CIP 50875, IMMIB RIV-399, JCM 13663, IFM 10668, NBRC 102147",0,"Dietzia maris",1223524.3,aerobe
,,,,,2675903565,
,,,,,BCSW00000000,
,,,,,GCA_001571065,
4259,"N 1280","DSM 44961, NCIMB 14145, JCM 15317, IFM 10921, NBRC 105045",1,"Dietzia papillomatosis",1349764.3,aerobe
,,,,,2731957607,
,,,,,BCSL00000000,
,,,,,GCA_001570845,
4263,ID05-A0528,"DSM 45568, BTCC B-560, JCM 18295, NBRC 104184",1,"Dietzia timorensis",2744054500,aerobe
,,,,,CP015961,
,,,,,GCA_001651825,
,,,,,GCA_001659785,
,,,,,LMTB00000000,
132486,DHOA34,"DSM 100059, CGMCC 1.15023, KCTC 42632",1,"Dinghuibacter silviterrae",1539049.3,aerobe
,,,,,2788499880,
,,,,,GCA_004366355,
13662,,"DSM 16493, DFL 12",1,"Dinoroseobacter shibae",2501004205,aerobe
,,,,,398580.30,
,,,,,398580.31,
,,,,,398580.32,
,,,,,398580.33,
,,,,,398580.34,
,,,,,GCA_000018145,
23455,S69,"DSM 25762, VKM B-2760",1,"Dissulfuribacter thermophilus",1156395.6,anaerobe
,,,,,2724679641,
,,,,,GCA_001687335,
132569,SH388,"DSM 100025, VKM B-2960",1,"Dissulfurirhabdus thermomarina",1765737.4,anaerobe
,,,,,GCA_010499435,
,,,,,GCA_012979235,
133856,LM2-5,"CGMCC 1.7659, JCM 15763",1,"Dokdonella immobilis",2667527410,aerobe
,,,,,578942.3,
,,,,,FOVF00000000,
,,,,,GCA_900115085,
17450,DS-123,"DSM 17203, KCTC 12396",1,"Dokdonella koreensis",1300342.5,aerobe
,,,,,2687453174,
,,,,,GCA_001632775,
5505,DSW-1,"DSM 17200, KCTC 12391, CIP 109306",1,"Dokdonia donghaensis",1300343.3,aerobe
,,,,,1300343.5,
,,,,,2627853639,
,,,,,GCA_000769435,
,,,,,GCA_001653755,
229,2991-95,"DSM 15742, ATCC BAA 56, CCM 4936, CIP 106314, CCUG 39307",1,"Dolosicoccus paucivorans",2622736585,"facultative anaerobe"
,,,,,84521.3,microaerophile
,,,,,GCA_900100125,"obligate aerobe"
135725,R-91/1468,"CIP 104051, ATCC 51524, IFO 15550, NCFB 2975, LMG 19521, KCTC 15002, CCUG 33392, LMG 15126, NBRC 15550, NCIMB 702975",1,"Dolosigranulum pigrum",2513237341,anaerobe
,,,,,883103.3,microaerophile
,,,,,GCA_000245815,
141063,XD80,"CCTCC AB 2015053, KCTC 33636",1,"Domibacillus antri",1714264.4,aerobe
,,,,,2788500367,
,,,,,GCA_001936625,
140688,,"KCTC 33830, MTCC 12575, DSM 100929, SAB 38, JCM 32632",1,"Domibacillus epiphyticus",MSFI00000000,"obligate aerobe"
132389,S6,"DSM 29979, CCTCC AB 2015183",1,"Domibacillus iocasae",1714016.4,"obligate aerobe"
,,,,,2791354958,
,,,,,GCA_001750285,
140687,,"KCTC 33820, MTCC 12571, DSM 100930, SAOS 44, JCM 32631",1,"Domibacillus mangrovi",MRWQ00000000,aerobe
,,,,,,"obligate aerobe"
24510,SW-277,"DSM 29127, JCM 13604, KCTC 12735, CIP 109518",1,"Donghicola eburneus",2684622851,aerobe
,,,,,393278.4,
,,,,,FOXY00000000,
,,,,,GCA_900115865,
133612,LM22,"CGMCC 1.7660, JCM 15798, BCRC 80546",1,"Dongia mobilis",2667527396,aerobe
,,,,,578943.3,
,,,,,GCA_004363235,
,,,,,SNYW00000000,
